,Unnamed: 0,id,title,description,release_year,genres,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
1394,1394,ts299865,Heist,Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,2021,"['crime', 'documentation']",6.8,1748.0,5.935,6.9,FredTallchief EdRonan TitusTallchief JoeDushek LarryDuis MarkIrish ElaineSalter,millions in stolen cash. missing luxury bourbon. watch ordinary people almost get away with these extraordinary heists in this true crime series. fredtallchief edronan titustallchief joedushek larryduis markirish elainesalter
1395,1395,ts321513,My Liberation Notes,"Three siblings, exhausted by the monotony of day-to-day adulthood, seek to find fulfillment and freedom from their unremarkable lives.",2022,"['drama', 'family', 'romance']",8.4,1400.0,16.528,8.1,LeeMin-ki KimJi-won SonSuk-ku LeeEl CheonHo-jin LeeKi-woo JeonHye-jin JeonSoo-jin ParkSo-Ri KimSo-ra ChoiMin-chul KimMin-song HanSang-jo ParkSu-young LeeJi-hye LeeHo-Young KongYe-ji KimSoo-Yeon ParkShin-young YangSo-min LeeSoo-bin JungSu-young,"three siblings, exhausted by the monotony of day-to-day adulthood, seek to find fulfillment and freedom from their unremarkable lives. leemin-ki kimji-won sonsuk-ku leeel cheonho-jin leeki-woo jeonhye-jin jeonsoo-jin parkso-ri kimso-ra choimin-chul kimmin-song hansang-jo parksu-young leeji-hye leeho-young kongye-ji kimsoo-yeon parkshin-young yangso-min leesoo-bin jungsu-young"
1396,1396,ts273229,Feria: The Darkest Light,Two sisters must face a new reality — and supernatural elements — when it's revealed their parents participated in a cult ritual ending in death.,2022,"['scifi', 'crime', 'drama', 'fantasy', 'horror', 'thriller']",5.7,1532.0,12.612,6.8,MartaNieto CarlaCampra AnaTomeno IsakFérriz ÁngelaCremonte PatriciaLópezArnaiz SauceEna ErnestVillegas LazarDragojević PepaGracia PabloGómez-Pando CarmenNavas CarlosScholz BertaHernández JorgeMotos SalvaReina,two sisters must face a new reality — and supernatural elements — when it's revealed their parents participated in a cult ritual ending in death. martanieto carlacampra anatomeno isakférriz ángelacremonte patricialópezarnaiz sauceena ernestvillegas lazardragojević pepagracia pablogómez-pando carmennavas carlosscholz bertahernández jorgemotos salvareina
1397,1397,ts300325,Surviving Summer,"Rebellious Brooklyn teen Summer Torres is sent to live with family friends in the tiny town of Shorehaven on the Great Ocean Road, Victoria, AUS. Despite her best efforts, Summer falls in love with the town, the people and the surf.",2022,"['drama', 'family']",6.3,1433.0,10.719,7.8,SkyKatz KaiLewins LillianaBowrey SavannahLaRain JoaoMarinho ChrisAlosio NatalieBond DustinClare,"rebellious brooklyn teen summer torres is sent to live with family friends in the tiny town of shorehaven on the great ocean road, victoria, aus. despite her best efforts, summer falls in love with the town, the people and the surf. skykatz kailewins lillianabowrey savannahlarain joaomarinho chrisalosio nataliebond dustinclare"
1398,1398,ts330425,The Principles of Pleasure,"Sex, joy and modern science converge in this eye-opening series that celebrates the complex world of women's pleasure — and puts stubborn myths to rest.",2022,['documentation'],5.7,1121.0,4.446,6.0,MichelleButeau,"sex, joy and modern science converge in this eye-opening series that celebrates the complex world of women's pleasure — and puts stubborn myths to rest. michellebuteau"
1399,1399,ts271413,Night Stalker: The Hunt for a Serial Killer,"Beneath the sunlit glamour of 1985 L.A. lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him.",2021,"['documentation', 'crime', 'thriller']",7.5,24892.0,15.428,7.4,GilCarrillo FrankSalerno PearlCarrillo TonyValdez LaurelErickson PaulSkolnick LindaArthur ZoeyTur,"beneath the sunlit glamour of 1985 l.a. lurks a relentlessly evil serial killer. in this true-crime story, two detectives won't rest until they catch him. gilcarrillo franksalerno pearlcarrillo tonyvaldez laurelerickson paulskolnick lindaarthur zoeytur"
1400,1400,ts296214,How to Become a Tyrant,The documentary series explores different political figures throughout history.,2021,"['documentation', 'war', 'history']",7.4,8484.0,11.324,7.5,PeterDinklage,the documentary series explores different political figures throughout history. peterdinklage
1401,1401,ts330347,Cracow Monsters,A young woman haunted by her past joins a mysterious professor and his group of gifted students who investigate paranormal activity — and fight demons.,2022,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",5.5,1694.0,119.993,6.9,BarbaraLiberek ErykPratsko MateuszGórski KajaChan MajaChan DanielNamiotko StanisławCywka AnnaPaliga AndrzejChyra StanisławLinowski,a young woman haunted by her past joins a mysterious professor and his group of gifted students who investigate paranormal activity — and fight demons. barbaraliberek erykpratsko mateuszgórski kajachan majachan danielnamiotko stanisławcywka annapaliga andrzejchyra stanisławlinowski
1402,1402,ts94677,Worst Roommate Ever,Violent con artists. Stone-cold killers. These terrifying true stories unveil some of the worst cohabitation experiences one could ever imagine.,2022,"['crime', 'documentation', 'drama', 'thriller']",8.1,8.0,4.457,6.9,JohnCabrera Judy lucero WilliamP.Wood,violent con artists. stone-cold killers. these terrifying true stories unveil some of the worst cohabitation experiences one could ever imagine. johncabrera judy lucero williamp.wood
1403,1403,ts225690,Vampire in the Garden,"Once, vampires and humans lived in harmony. Now, a young girl and a vampire queen will search for that Paradise once again. In the divided world of the future, two girls want to do the forbidden: the human wants to play the violin, and the vampire wants to see a wider world.",2022,"['drama', 'scifi', 'action', 'animation', 'fantasy', 'thriller']",6.7,848.0,7.973,7.8,MegumiHan YuKobayashi,"once, vampires and humans lived in harmony. now, a young girl and a vampire queen will search for that paradise once again. in the divided world of the future, two girls want to do the forbidden: the human wants to play the violin, and the vampire wants to see a wider world. megumihan yukobayashi"
1404,1404,ts279892,Ginny & Georgia,"Angsty and awkward fifteen year old Ginny Miller often feels more mature than her thirty year old mother, the irresistible and dynamic Georgia Miller. After years on the run, Georgia desperately wants to put down roots in picturesque New England and give her family something they've never had... a normal life. But it's not all carpool and Kombucha as Georgia's past threatens her and her family's new way of life... and Georgia will do anything to protect her family.",2021,"['drama', 'comedy']",7.4,46343.0,71.27,8.1,AntoniaGentry BrianneHowey MasonTemple DieselLaTorraca JenniferRobertson FelixMallard SaraWaisglass ScottPorter RaymondAblack KatieDouglas SabrinaGrdevich,"angsty and awkward fifteen year old ginny miller often feels more mature than her thirty year old mother, the irresistible and dynamic georgia miller. after years on the run, georgia desperately wants to put down roots in picturesque new england and give her family something they've never had... a normal life. but it's not all carpool and kombucha as georgia's past threatens her and her family's new way of life... and georgia will do anything to protect her family. antoniagentry briannehowey masontemple diesellatorraca jenniferrobertson felixmallard sarawaisglass scottporter raymondablack katiedouglas sabrinagrdevich"
1405,1405,ts344184,Conversations with a Killer: The John Wayne Gacy Tapes,He dined with the powerful. He preyed on the vulnerable. Beneath a smiling exterior was the horrifying darkness of a sadistic serial killer.,2022,"['documentation', 'crime']",7.1,6665.0,94.08,7.4,JohnWayneGacy,he dined with the powerful. he preyed on the vulnerable. beneath a smiling exterior was the horrifying darkness of a sadistic serial killer. johnwaynegacy
1406,1406,ts314594,Catching Killers,"The investigators behind infamous serial killer cases reveal the harrowing, chilling details of their extraordinary efforts in this true crime series.",2021,"['crime', 'documentation']",7.1,3250.0,12.506,7.0,DanaGouge TimRelph ClarkSchwartzkopf KevinRobinson DebbieHarris CharlesCoffey KellyOtis,"the investigators behind infamous serial killer cases reveal the harrowing, chilling details of their extraordinary efforts in this true crime series. danagouge timrelph clarkschwartzkopf kevinrobinson debbieharris charlescoffey kellyotis"
1407,1407,ts1475,Chosen,A 17-year-old girl's world is turned upside down when she and her friends make a disturbing discovery in their quiet Danish town.,2022,"['scifi', 'drama', 'thriller']",4.3,1246.0,7.199,6.584,RikkeEberhardtIsen,a 17-year-old girl's world is turned upside down when she and her friends make a disturbing discovery in their quiet danish town. rikkeeberhardtisen
1408,1408,ts189612,Country Queen,"When an invasive mining company threatens the existence of her village, a city girl caught between two worlds must return home, overcome her painful past to save the village and find herself in the process.",2022,['drama'],,,12.067,5.3,MelissaKiplagat SheilaMunyiva,"when an invasive mining company threatens the existence of her village, a city girl caught between two worlds must return home, overcome her painful past to save the village and find herself in the process. melissakiplagat sheilamunyiva"
1409,1409,ts330402,Is It Cake?,"Skilled cake artists create mouthwatering replicas of handbags, sewing machines and more in a mind-bending baking contest inspired by a popular meme.",2022,['reality'],5.7,2411.0,3.846,7.6,MikeyDay,"skilled cake artists create mouthwatering replicas of handbags, sewing machines and more in a mind-bending baking contest inspired by a popular meme. mikeyday"
1410,1410,ts281062,The Girl from Oslo,"Pia and two Israelis are kidnapped by IS terrorists in the Sinai desert, and threatened with death if twelve IS prisoners are not released.",2021,"['drama', 'thriller']",6.3,3141.0,9.423,7.3,ShaniazHamaAli AmitayYaishBenOusilio RaidaAdon AndreaBerntzen ShadiMar'i DanielLitman AndersT.Andersen RotemAbuhab JameelKhoury AbhinGaleya HishamSuliman BoazKonforty VeredFeldman AndréSørum GilFrank AnnekevonderLippe HithamOmari AmosTamam,"pia and two israelis are kidnapped by is terrorists in the sinai desert, and threatened with death if twelve is prisoners are not released. shaniazhamaali amitayyaishbenousilio raidaadon andreaberntzen shadimar'i daniellitman anderst.andersen rotemabuhab jameelkhoury abhingaleya hishamsuliman boazkonforty veredfeldman andrésørum gilfrank annekevonderlippe hithamomari amostamam"
1411,1411,ts312071,The Way of the Househusband,"Tatsu, a notorious and feared yakuza leader nicknamed ""The Immortal Dragon,"" withdraws from the criminal syndicate and becomes a housekeeper to help his wife, Miku. The series features a variety of comedic settings, typically showing Tatsu's domestic activities and intimidating inequality with his looks, as well as multiple encounters with his former colleagues and rivals in the Japanese Criminal Syndicate.",2021,"['animation', 'comedy', 'action', 'crime', 'drama', 'romance']",7.3,3724.0,20.159,8.591,KenjiroTsuda ShizukaItoh KazuyukiOkitsu YoshimasaHosoya AtsukoTanaka MaoIchimichi JunFukushima KimikoSaito HochuOtsuka MasashiNogawa JunichiYanagita,"tatsu, a notorious and feared yakuza leader nicknamed ""the immortal dragon,"" withdraws from the criminal syndicate and becomes a housekeeper to help his wife, miku. the series features a variety of comedic settings, typically showing tatsu's domestic activities and intimidating inequality with his looks, as well as multiple encounters with his former colleagues and rivals in the japanese criminal syndicate. kenjirotsuda shizukaitoh kazuyukiokitsu yoshimasahosoya atsukotanaka maoichimichi junfukushima kimikosaito hochuotsuka masashinogawa junichiyanagita"
1412,1412,ts302363,Twenty Five Twenty One,"The dreams of two young people are crushed by an overwhelming financial crisis in the 1990s. But when they reunite at the ages of 25 and 21, the spirited pair finds friendship and affection in times of adversity as they venture into adulthood together.",2022,"['drama', 'romance']",8.7,5746.0,57.97,8.6,KimTae-ri NamJoo-hyuk Bona ChoiHyun-wook LeeJoo-myung MoonWoo-Bin ChoiTae-joon KimHye-eun ChoiMyeong-bin JooBo-young BangEun-jung KimNam-yee SoHee-jung ChoiMin-yeong KimSo-hyun OkYe-rin ParkYoon-hee KimYeong-seon,"the dreams of two young people are crushed by an overwhelming financial crisis in the 1990s. but when they reunite at the ages of 25 and 21, the spirited pair finds friendship and affection in times of adversity as they venture into adulthood together. kimtae-ri namjoo-hyuk bona choihyun-wook leejoo-myung moonwoo-bin choitae-joon kimhye-eun choimyeong-bin joobo-young bangeun-jung kimnam-yee sohee-jung choimin-yeong kimso-hyun okye-rin parkyoon-hee kimyeong-seon"
1413,1413,ts308845,The Billion Dollar Code,"In 1990s Berlin, an artist and a hacker invented a new way to see the world. Years later, they reunite to sue Google for patent infringement on it.",2021,"['drama', 'crime', 'thriller']",8.0,8164.0,11.997,8.2,LeonardScheicher MariusAhrendt MarkWaschke MišelMatičević LaviniaWilson SeumasF.Sargent EliasKrischke TulianAczel LukasLoughran SabrinaAmali MarcelHeupermann JohannaPolley RauandTaleb NedaRahmanian RezaBojerdi AdriennBazso OliverKincses BernhardSchütz MichelleGlick AnnaLeongBrophy AlexisLatham DominiqueChiout GáborCsöge KrisztinaGoztola LorenaSantana-Somogyi YukiIwamoto DanCade AljoschaStadelmann SteffenJürgens AndrásBálint ClaytonNemrow ThomasDouglas JulikaJenkins,"in 1990s berlin, an artist and a hacker invented a new way to see the world. years later, they reunite to sue google for patent infringement on it. leonardscheicher mariusahrendt markwaschke mišelmatičević laviniawilson seumasf.sargent eliaskrischke tulianaczel lukasloughran sabrinaamali marcelheupermann johannapolley rauandtaleb nedarahmanian rezabojerdi adriennbazso oliverkincses bernhardschütz michelleglick annaleongbrophy alexislatham dominiquechiout gáborcsöge krisztinagoztola lorenasantana-somogyi yukiiwamoto dancade aljoschastadelmann steffenjürgens andrásbálint claytonnemrow thomasdouglas julikajenkins"
1414,1414,ts253813,Glória,A small town in Portugal becomes engulfed in a web of political intrigue when a young engineer is recruited as a KGB spy in this historical thriller.,2021,"['drama', 'history', 'thriller']",7.9,4126.0,5.98,7.0,MiguelNunes CarolinaAmaral AfonsoPimentel InêsCastel-Branco RafaelMorais CátiaNunes RodrigoTomás RitaCabaço VicenteGil PedroCaeiro,a small town in portugal becomes engulfed in a web of political intrigue when a young engineer is recruited as a kgb spy in this historical thriller. miguelnunes carolinaamaral afonsopimentel inêscastel-branco rafaelmorais cátianunes rodrigotomás ritacabaço vicentegil pedrocaeiro
